id,label
1,0.70064
2,0.72103
3,0.13222
4,0.14063
5,0.015928
6,0.19576
7,0.62152
8,0.72048
9,0.67435
10,0.12693
11,0.11309
12,0.64323
13,0.58594
14,0.65095
15,0.18626
16,0.58114
17,0.67853
18,0.011112
19,0.17451
20,0.56243
21,0.0034659
22,0.072307
23,0.11895
24,0.05161
25,0.20313
26,0.56212
27,0.64138
28,0.6138
29,0.058169
30,0.67964
31,0.16608
32,0.15721
33,0.079776
34,0.092668
35,0.55628
36,0.057744
37,0.60716
38,0.024559
39,0.027325
40,0.65009
41,0.57519
42,0.071515
43,0.69225
44,0.014021
45,0.52284
46,0.58773
47,0.68191
48,0.079352
49,0.1516
50,0.53765
51,0.55508
52,0.19011
53,0.64028
54,0.1808
55,0.58153
56,0.024358
57,0.60845
58,0.59071
59,0.68721
60,0.71431
61,0.13405
62,0.64027
63,0.040225
64,0.21118
65,0.66962
66,0.076041
67,0.095264
68,0.60581
69,0.54756
70,0.55339
71,0.58478
72,0.5859
73,0.11178
74,0.70291
75,0.63602
76,0.57929
77,0.52386
78,0.71011
79,0.54799
80,0.68416
81,0.056958
82,0.60666
83,0.69616
84,0.17911
85,0.60919
86,0.52996
87,0.56294
88,0.54567
89,0.68435
90,0.10466
91,0.12437
92,0.66675
93,0.66765
94,0.055913
95,0.017165
96,0.66908
97,0.6782
98,0.63212
99,0.6789
100,0.11997
101,0.56883
102,0.60927
103,0.67019
104,0.079694
105,0.67682
106,0.69349
107,0.62036
108,0.012177
109,0.19714
110,0.15054
111,0.6678
112,0.66509
113,0.0010319
114,0.67809
115,0.56205
116,0.63866
117,0.10372
118,0.53385
119,0.69152
120,0.60856
121,0.050587
122,0.57444
123,0.127
124,0.15905
125,0.61925
126,0.12482
127,0.66408
128,0.018119
129,0.61708
130,0.20323
131,0.64669
132,0.67858
133,0.56609
134,0.59016
135,0.14742
136,0.63763
137,0.71284
138,0.14345
139,0.68413
140,0.14376
141,0.63814
142,0.50927
143,0.0011559
144,0.71523
145,0.70492
146,0.19115
147,0.53531
148,0.62434
149,0.64905
150,0.04895
151,0.049245
152,0.68046
153,0.19677
154,0.72485
155,0.57334
156,0.5389
157,0.14957
158,0.092038
159,0.029522
160,0.57976
161,0.6273
162,0.63577
163,0.66069
164,0.63024
165,0.043519
166,0.50301
167,0.60593
168,0.69053
169,0.13949
170,0.074411
171,0.65206
172,0.66115
173,0.064085
174,0.61264
175,0.55863
176,0.66028
177,0.5286
178,0.55213
179,0.68431
180,0.69847
181,0.64232
182,0.083978
183,0.5509
184,0.58868
185,0.18179
186,0.023996
187,0.079379
188,0.0010926
189,0.54302
190,0.11412
191,0.61877
192,0.69114
193,0.15726
194,0.044538
195,0.6744
196,0.61426
197,0.64419
198,0.64848
199,0.71203
200,0.019941
201,0.63013
202,0.63046
203,0.52643
204,0.64798
205,0.62298
206,0.56265
207,0.047391
208,0.65341
209,0.094722
210,0.54905
211,0.63854
212,0.61778
213,0.060869
214,0.044087
215,0.65698
216,0.52838
217,0.040139
218,0.64505
219,0.049801
220,0.67102
221,0.68788
222,0.62811
223,0.65575
224,0.14746
225,0.73113
226,0.63104
227,0.72373
228,0.63685
229,0.5035
230,0.5873
231,0.17946
232,0.5053
233,0.50654
234,0.19276
235,0.59857
236,0.66965
237,0.55317
238,0.026721
239,0.17007
240,0.59314
241,0.60612
242,0.096733
243,0.5417
244,0.58856
245,0.60834
246,0.52981
247,0.53538
248,0.10376
249,0.075983
250,0.64955
251,0.1002
252,0.018301
253,0.61842
254,0.73298
255,0.52884
256,0.641
257,0.68434
258,0.64988
259,0.68412
260,0.21379
261,0.69644
262,0.62132
263,0.055932
264,0.17562
265,0.054675
266,0.64811
267,0.14746
268,0.15136
269,0.65856
270,0.65413
271,0.07547
272,0.64956
273,0.57903
274,0.13015
275,0.1098
276,0.65291
277,0.73127
278,0.13193
279,0.632
280,0.64181
281,0.19711
282,0.035399
283,0.12595
284,0.6428
285,0.21113
286,0.19495
287,0.16314
288,0.042285
289,0.64076
290,0.59907
291,0.64308
292,0.16188
293,0.74013
294,0.68457
295,0.5871
296,0.15179
297,0.13495
298,0.59329
299,0.67342
300,0.14801
301,0.70545
302,0.68141
303,0.15406
304,0.081822
305,0.54487
306,0.60839
307,0.094918
308,0.57221
309,0.18579
310,0.52205
311,0.70267
312,0.18441
313,0.70326
314,0.2343
315,0.1624
316,0.64814
317,0.63084
318,0.63828
319,0.72333
320,0.58139
321,0.66717
322,0.028157
323,0.62896
324,0.19293
325,0.11893
326,0.68809
327,0.18024
328,0.71066
329,0.58436
330,0.63034
331,0.11652
332,0.13779
333,0.053771
334,0.011057
335,0.67961
336,0.047248
337,0.72393
338,0.6308
339,0.66638
340,0.63091
341,0.56755
342,0.15421
343,0.63623
344,0.71057
345,0.061717
346,0.50114
347,0.65164
348,0.65743
349,0.55599
350,0.67156
351,0.1051
352,0.61799
353,0.67641
354,0.50099
355,0.0871
356,0.54739
357,0.015534
358,0.063756
359,0.63323
360,0.6785
361,0.077664
