1,0.61661
2,0.63601
3,0.059768
4,0.097845
5,0.16411
6,0.1592
7,0.021267
8,0.66039
9,0.56417
10,0.087219
11,0.049594
12,0.60077
13,0.53073
14,0.56895
15,0.15296
16,0.517
17,0.59224
18,0.57767
19,0.13109
20,0.097154
21,0.59186
22,0.50847
23,0.083845
24,0.00030449
25,0.17072
26,0.051015
27,0.55662
28,0.015281
29,0.51315
30,0.66832
31,0.072507
32,0.15885
33,0.014705
34,0.52595
35,0.55654
36,0.52718
37,0.0044458
38,0.13775
39,0.12423
40,0.50047
41,0.053765
42,0.030409
43,0.64696
44,0.14204
45,0.69661
46,0.51169
47,0.60126
48,0.13969
49,0.17095
50,0.071395
51,0.050083
52,0.14142
53,0.57062
54,0.15651
55,0.63063
56,0.044654
57,0.6369
58,0.023633
59,0.65998
60,0.66538
61,0.048124
62,0.024005
63,0.50522
64,0.18017
65,0.56142
66,0.54784
67,0.058354
68,0.50884
69,0.59868
70,0.086105
71,0.038244
72,0.56097
73,0.0060645
74,0.63118
75,0.53969
76,0.51267
77,0.13124
78,0.63105
79,0.078408
80,0.65863
81,0.0036524
82,0.63911
83,0.59552
84,0.10528
85,0.0089269
86,0.054054
87,0.71438
88,0.68295
89,0.61872
90,0.0045681
91,0.078706
92,0.68595
93,0.61943
94,0.55664
95,0.078334
96,0.54654
97,0.55162
98,0.56336
99,0.61934
100,0.10452
101,0.6959
102,0.54853
103,0.58391
104,0.067964
105,0.56656
106,0.61619
107,0.71143
108,0.09788
109,0.1571
110,0.52749
111,0.61805
112,0.73318
113,0.60271
114,0.63367
115,0.070984
116,0.50671
117,0.16787
118,0.72317
119,0.5677
120,0.51915
121,0.012692
122,0.50135
123,0.082383
124,0.06877
125,0.61237
126,0.061609
127,0.57636
128,0.054809
129,0.60082
130,0.14853
131,0.58449
132,0.57339
133,0.017441
134,0.63177
135,0.11807
136,0.00095431
137,0.63078
138,0.075643
139,0.61464
140,0.17948
141,0.55895
142,0.17888
143,0.5447
144,0.66755
145,0.61692
146,0.073547
147,0.051502
148,0.54558
149,0.64778
150,0.14467
151,0.17039
152,0.55706
153,0.16628
154,0.65278
155,0.54763
156,0.5542
157,0.052373
158,0.18105
159,0.57046
160,0.51689
161,0.55451
162,0.008298
163,0.59799
164,0.55031
165,0.53499
166,0.072552
167,0.55599
168,0.64713
169,0.10888
170,0.19436
171,0.56002
172,0.52947
173,0.52738
174,0.024926
175,0.65653
176,0.59902
177,0.70009
178,0.065489
179,0.64079
180,0.6672
181,0.55607
182,0.50932
183,0.61033
184,0.68301
185,0.2562
186,0.15999
187,0.11634
188,0.1578
189,0.13138
190,0.043339
191,0.025228
192,0.57254
193,0.1506
194,0.51646
195,0.55521
196,0.032393
197,0.56552
198,0.5606
199,0.66734
200,0.62389
201,0.59167
202,0.57621
203,0.0067083
204,0.57742
205,0.50903
206,0.059457
207,0.59442
208,0.61425
209,0.030852
210,0.060568
211,0.64413
212,0.57847
213,0.055935
214,0.094306
215,0.55223
216,0.58451
217,0.52307
218,0.60766
219,0.060043
220,0.63088
221,0.64766
222,0.51367
223,0.55126
224,0.072928
225,0.67072
226,0.58566
227,0.6338
228,0.57777
229,0.67381
230,0.027381
231,0.23601
232,0.0015001
233,0.65659
234,0.16181
235,0.016496
236,0.55437
237,0.52315
238,0.58293
239,0.13285
240,0.015538
241,0.63072
242,0.09805
243,0.10531
244,0.017201
245,0.52809
246,0.52512
247,0.58706
248,0.19298
249,0.51502
250,0.66022
251,0.033692
252,0.035511
253,0.0031455
254,0.64159
255,0.12728
256,0.57998
257,0.65464
258,0.60845
259,0.58094
260,0.18968
261,0.58974
262,0.53246
263,0.06171
264,0.12786
265,0.14722
266,0.52724
267,0.072928
268,0.054636
269,0.61144
270,0.61474
271,0.040979
272,0.58836
273,0.67854
274,0.062651
275,0.14419
276,0.55966
277,0.67809
278,0.083572
279,0.5639
280,0.012077
281,0.16218
282,0.55759
283,0.091399
284,0.50594
285,0.17841
286,0.1752
287,0.13456
288,0.54569
289,0.76497
290,0.77262
291,0.57087
292,0.11036
293,0.66876
294,0.60999
295,0.6201
296,0.090637
297,0.065772
298,0.035356
299,0.58676
300,0.23631
301,0.62325
302,0.62003
303,0.10443
304,0.10122
305,0.71812
306,0.042361
307,0.08227
308,0.063854
309,0.14598
310,0.64019
311,0.63175
312,0.15014
313,0.64957
314,0.31006
315,0.1089
316,0.53754
317,0.52638
318,0.022542
319,0.67591
320,0.50636
321,0.5963
322,0.011918
323,0.037381
324,0.13761
325,0.050396
326,0.62189
327,0.11101
328,0.66625
329,0.50716
330,0.035483
331,0.056416
332,0.10752
333,0.53091
334,0.51546
335,0.55086
336,0.56386
337,0.64319
338,0.53161
339,0.51968
340,0.51529
341,0.10218
342,0.12781
343,0.53215
344,0.68364
345,0.57143
346,0.63019
347,0.53274
348,0.5508
349,0.71557
350,0.60774
351,0.041141
352,0.50028
353,0.53358
354,0.017935
355,0.50804
356,0.6296
357,0.50079
358,0.043228
359,0.52102
360,0.63536
361,0.028038
362,0.56998
363,0.50551
364,0.52425
365,0.54343
366,0.53779
367,0.54631
368,0.015142
369,0.55271
370,0.52256
371,0.55157
372,0.0034579
373,0.53371
374,0.59482
375,0.64424
376,0.58412
377,0.009553
378,0.65801
379,0.59287
380,0.70676
381,0.59175
382,0.56857
383,0.69004
384,0.57522
385,0.53406
386,0.59731
387,0.10263
388,0.12307
389,0.0099469
390,0.55778
391,0.50973
392,0.20967
393,0.57665
394,0.71136
395,0.64119
396,0.52075
397,0.18373
398,0.60411
399,0.6528
400,0.045198
401,0.59058
402,0.090921
403,0.59718
404,0.0092708
405,0.084473
406,0.68966
407,0.54549
408,0.54122
409,0.0066704
410,0.061808
411,0.025382
412,0.10036
413,0.69295
414,0.5839
415,0.65472
416,0.014219
417,0.63593
418,0.12502
419,0.50794
420,0.0013136
421,0.021811
422,0.68639
423,0.055726
424,0.65343
425,0.0083127
426,0.55983
427,0.15311
428,0.53353
429,0.065637
430,0.57884
431,0.067745
432,0.65296
433,0.6126
434,0.16845
435,0.61578
436,0.092335
437,0.53222
438,0.63967
439,0.52618
440,0.071075
441,0.16497
442,0.0394
443,0.15247
444,0.13945
445,0.66771
446,0.083563
447,0.12975
448,0.14432
449,0.015203
450,0.60724
451,0.55069
452,0.51166
453,0.027945
454,0.63071
455,0.5067
456,0.029349
457,0.090243
458,0.5658
459,0.50629
460,0.51727
461,0.045415
462,0.55153
463,0.54697
464,0.61363
465,0.21525
466,0.58509
467,0.053184
468,0.19117
469,0.55727
470,0.068017
471,0.66556
472,0.089398
473,0.56531
474,0.67686
475,0.052018
476,0.058423
477,0.58366
478,0.14124
479,0.50404
480,0.62193
481,0.69922
482,0.63715
483,0.57082
484,0.54188
485,0.58458
486,0.033334
487,0.62385
488,0.55775
489,0.50279
490,0.50531
491,0.62537
492,0.54346
493,0.094099
494,0.042433
495,0.00070922
496,0.57043
497,0.55087
498,0.59856
499,0.56839
500,0.67987
501,0.55295
502,0.12009
503,0.52123
504,0.13584
505,0.6127
506,0.078329
507,0.63195
508,0.65065
509,0.7269
510,0.55853
511,0.20172
512,0.23738
513,0.63901
514,0.06596
515,0.60039
516,0.52975
517,0.51228
518,0.60257
519,0.51066
520,0.033939
521,0.087069
522,0.13213
523,0.039036
524,0.082143
525,0.54045
526,0.10533
527,0.64691
528,0.60471
529,0.52585
530,0.52944
531,0.63151
532,0.60057
533,0.036893
534,0.61891
535,0.55516
536,0.68165
537,0.54708
538,0.073527
539,0.60085
540,0.63067
541,0.090771
542,0.16332
543,0.13024
544,0.016356
545,0.041939
546,0.63414
547,0.56815
548,0.5987
549,0.17788
550,0.56014
551,0.65777
552,0.66749
553,0.61487
554,0.08915
555,0.55925
556,0.56876
557,0.65722
558,0.55441
559,0.60696
560,0.51779
561,0.57746
562,0.027846
563,0.60647
564,0.072268
565,0.62527
566,0.60514
567,0.61019
568,0.63873
569,0.53534
570,0.085908
571,0.038617
572,0.11949
573,0.52804
574,0.56906
575,0.035075
576,0.68063
577,0.093983
578,0.016542
579,0.5293
580,0.54682
581,0.0066683
582,0.69023
583,0.54534
584,0.63644
585,0.51065
586,0.53102
587,0.16248
588,0.50001
589,0.091203
590,0.63623
591,0.17683
592,0.065263
593,0.59392
594,0.56172
595,0.50441
596,0.15508
597,0.077569
598,0.56887
599,0.65984
600,0.57691
601,0.63973
602,0.035948
603,0.59648
604,0.53857
605,0.20082
606,0.025123
607,0.60607
608,0.60965
609,0.070104
610,0.61479
611,0.68179
612,0.6085
613,0.014551
614,0.56465
615,0.54026
616,0.5489
617,0.034307
618,0.04362
619,0.061312
620,0.65655
621,0.02856
622,0.67575
623,0.080492
624,0.1019
625,0.68274
626,0.58485
627,0.027467
628,0.28522
629,0.1224
630,0.63532
631,0.52875
632,0.54243
633,0.54027
634,0.044457
635,0.68445
636,0.58434
637,0.062871
638,0.11762
639,0.17539
640,0.54394
641,0.013377
642,0.1055
643,0.093517
644,0.5858
645,0.5082
646,0.51519
647,0.66298
648,0.61141
649,0.045425
650,0.53612
651,0.52342
652,0.55153
653,0.53946
654,0.0236
655,0.56794
656,0.58595
657,0.65589
658,0.54112
659,0.017296
660,0.51467
661,0.68447
662,0.017637
663,0.030785
664,0.61353
665,0.66206
666,0.52097
667,0.68318
668,0.57386
669,0.55466
670,0.67932
671,0.08313
672,0.12755
673,0.54174
674,0.043019
675,0.64666
676,0.56855
677,0.64779
678,0.65419
679,0.015211
680,0.56038
681,0.047367
682,0.60217
683,0.020402
684,0.501
685,0.69368
686,0.13701
687,0.15652
688,0.075115
689,0.56162
690,0.17485
691,0.5975
692,0.10568
693,0.57562
694,0.086525
695,0.52417
696,0.55234
697,0.17349
698,0.28729
699,0.60211
700,0.062564
701,0.13112
702,0.60855
703,0.1013
704,0.57066
705,0.64227
706,0.66247
707,0.61846
708,0.090233
709,0.67653
710,0.06431
711,0.55909
712,0.1382
713,0.57539
714,0.60417
715,0.52799
716,0.1427
717,0.045509
718,0.16682
719,0.60988
720,0.52511
721,0.61008
722,0.054037
723,0.50173
724,0.11981
725,0.54657
726,0.53492
727,0.61394
728,0.63502
729,0.63746
730,0.12115
731,0.029828
732,0.5005
733,0.11149
734,0.5239
735,0.56872
736,0.51268
737,0.60247
738,0.55068
739,0.019959
740,0.51881
741,0.17427
742,0.049977
743,0.61705
744,0.036164
745,0.012103
746,0.56311
747,0.64382
748,0.59774
749,0.12307
750,0.62918
751,0.63612
752,0.61895
753,0.64248
754,0.5062
755,0.13469
756,0.53224
757,0.62628
758,0.56243
759,0.25154
760,0.63936
761,0.75478
762,0.143
763,0.039578
764,0.56768
765,0.079027
766,0.71756
767,0.56565
768,0.61208
769,0.63082
770,0.00018975
771,0.048982
772,0.50603
773,0.069488
774,0.72731
775,0.55556
776,0.019225
777,0.56936
778,0.61564
779,0.61899
780,0.64689
781,0.13012
782,0.070055
783,0.58604
784,0.5531
785,0.08964
786,0.55393
787,0.12096
788,0.51852
789,0.62918
790,0.0095718
791,0.54918
792,0.6403
793,0.56641
794,0.60141
795,0.083914
796,0.13561
797,0.6414
798,0.56933
799,0.63152
800,0.60476
801,0.5316
802,0.64743
803,0.54955
804,0.65725
805,0.62801
806,0.69842
807,0.016967
808,0.51735
809,0.56538
810,0.61047
811,0.69105
812,0.54788
813,0.048782
814,0.037724
815,0.56822
816,0.59012
817,0.027029
818,0.55513
819,0.55306
820,0.14133
821,0.6436
822,0.63146
823,0.64935
824,0.15009
825,0.5165
826,0.50303
827,0.19738
828,0.64302
829,0.5471
830,0.17944
831,0.52526
832,0.014898
833,0.64262
834,0.13664
835,0.52145
836,0.23021
837,0.50661
838,0.68114
839,0.58923
840,0.07608
841,0.21692
842,0.14031
843,0.51656
844,0.035403
845,0.004372
846,0.51947
847,0.64201
848,0.62716
849,0.5416
850,0.028231
851,0.57186
852,0.61184
853,0.085447
854,0.50357
855,0.023881
856,0.038019
857,0.56865
858,0.15368
859,0.51464
860,0.59067
861,0.023285
862,0.60902
863,0.55886
864,0.6067
865,0.075509
866,0.64682
867,0.089609
868,0.59905
869,0.51615
870,0.063099
871,0.58504
872,0.56347
873,0.0797
874,0.65572
875,0.51112
876,0.095707
877,0.13916
878,0.58915
879,0.53523
880,0.61752
881,0.52441
882,0.65749
883,0.056083
884,0.63107
885,0.04529
886,0.020861
887,0.0083833
888,0.54631
889,0.044188
890,0.17376
891,0.11093
892,0.021801
893,0.60654
894,0.74428
895,0.010331
896,0.5451
897,0.082859
898,0.03257
899,0.58155
900,0.50036
901,0.55821
902,0.00040713
903,0.022826
904,0.076675
905,0.55822
906,0.073321
907,0.51068
908,0.65244
909,0.1371
910,0.011425
911,0.62574
912,0.030209
913,0.57007
914,0.61716
915,0.64106
916,0.59589
917,0.53382
918,0.66326
919,0.6247
920,0.052205
921,0.24483
922,0.61961
923,0.61701
924,0.54629
925,0.17778
926,0.040044
927,0.31651
928,0.076658
929,0.5646
930,0.67063
931,0.50333
932,0.58683
933,0.090798
934,0.50365
935,0.6156
936,0.14763
937,0.51869
