id,label
1,0.58654
2,0.69608
3,0.073011
4,0.041802
5,0.084709
6,0.19807
7,0.049404
8,0.6531
9,0.58166
10,0.11228
11,0.065088
12,0.61591
13,0.55601
14,0.512
15,0.16346
16,0.52176
17,0.64221
18,0.54148
19,0.17365
20,0.20258
21,0.58441
22,0.025904
23,0.11992
24,0.030258
25,0.088843
26,0.064467
27,0.53514
28,0.041599
29,0.054479
30,0.63015
31,0.027076
32,0.12676
33,0.038831
34,0.0088605
35,0.56647
36,0.52472
37,0.12874
38,0.10093
39,0.1279
40,0.093939
41,0.52092
42,0.018974
43,0.63336
44,0.17195
45,0.73418
46,0.56899
47,0.65185
48,0.13242
49,0.13599
50,0.016504
51,0.14206
52,0.12617
53,0.57327
54,0.17738
55,0.68726
56,0.14725
57,0.69279
58,0.51585
59,0.64454
60,0.66959
61,0.070688
62,0.11467
63,0.52286
64,0.1976
65,0.55561
66,0.64699
67,0.12725
68,0.0041662
69,0.52442
70,0.089505
71,0.068399
72,0.63865
73,0.53219
74,0.6978
75,0.52678
76,0.54313
77,0.16543
78,0.66691
79,0.09786
80,0.63658
81,0.0016593
82,0.6663
83,0.56173
84,0.097441
85,0.063877
86,0.096579
87,0.6947
88,0.72106
89,0.71779
90,0.010183
91,0.11054
92,0.61072
93,0.63629
94,0.5648
95,0.021319
96,0.041063
97,0.0016025
98,0.5292
99,0.6406
100,0.11879
101,0.67242
102,0.5125
103,0.58026
104,0.093574
105,0.59603
106,0.6636
107,0.71329
108,0.13837
109,0.17173
110,0.55481
111,0.60829
112,0.76658
113,0.59159
114,0.62174
115,0.055097
116,0.070812
117,0.14817
118,0.75895
119,0.028563
120,0.0045349
121,0.018706
122,0.074895
123,0.060711
124,0.046192
125,0.63009
126,0.048969
127,0.56451
128,0.072485
129,0.62914
130,0.19653
131,0.65351
132,0.52252
133,0.5572
134,0.56776
135,0.16323
136,0.080819
137,0.65403
138,0.11478
139,0.67051
140,0.26823
141,0.5977
142,0.19341
143,0.5562
144,0.6126
145,0.61444
146,0.071995
147,0.045816
148,0.57401
149,0.61169
150,0.0481
151,0.092861
152,0.010273
153,0.077138
154,0.64414
155,0.59718
156,0.51401
157,0.14223
158,0.19764
159,0.56522
160,0.58639
161,0.53995
162,0.079081
163,0.556
164,0.58499
165,0.53029
166,0.11892
167,0.60039
168,0.62596
169,0.1326
170,0.12919
171,0.64212
172,0.069893
173,0.55273
174,0.092853
175,0.67467
176,0.57773
177,0.70721
178,0.033307
179,0.71442
180,0.69093
181,0.52616
182,0.50691
183,0.62947
184,0.69063
185,0.24609
186,0.135
187,0.13316
188,0.18059
189,0.20807
190,0.093747
191,0.097614
192,0.52626
193,0.17594
194,0.50561
195,0.50744
196,0.088174
197,0.55738
198,0.55034
199,0.67291
200,0.65333
201,0.61993
202,0.54487
203,0.011436
204,0.57819
205,0.52054
206,0.066675
207,0.58485
208,0.60408
209,0.089005
210,0.024414
211,0.61101
212,0.57393
213,0.13816
214,0.095795
215,0.51107
216,0.56574
217,0.51775
218,0.59434
219,0.017708
220,0.57863
221,0.672
222,0.50671
223,0.54149
224,0.11471
225,0.7457
226,0.64486
227,0.60312
228,0.64018
229,0.71565
230,0.5273
231,0.14996
232,0.56451
233,0.63943
234,0.14742
235,0.049972
236,0.5861
237,0.055934
238,0.59251
239,0.1484
240,0.00073366
241,0.63593
242,0.10039
243,0.15923
244,0.013204
245,0.53578
246,0.52045
247,0.61819
248,0.14303
249,0.55815
250,0.67553
251,0.067495
252,0.052785
253,0.039425
254,0.62171
255,0.023165
256,0.52964
257,0.62386
258,0.6383
259,0.05239
260,0.12513
261,0.5555
262,0.51264
263,0.036954
264,0.16552
265,0.16707
266,0.54942
267,0.11471
268,0.044956
269,0.63133
270,0.66694
271,0.054854
272,0.62568
273,0.63129
274,0.038501
275,0.12251
276,0.57324
277,0.69165
278,0.11839
279,0.58693
280,0.11341
281,0.21527
282,0.51962
283,0.10827
284,0.0046843
285,0.20027
286,0.14731
287,0.12945
288,0.55345
289,0.7045
290,0.7425
291,0.59261
292,0.08345
293,0.60576
294,0.65435
295,0.5695
296,0.045321
297,0.086395
298,0.073639
299,0.54425
300,0.26165
301,0.58412
302,0.60723
303,0.063593
304,0.074701
305,0.75492
306,0.074679
307,0.10373
308,0.082399
309,0.15817
310,0.66023
311,0.5921
312,0.1461
313,0.71457
314,0.20306
315,0.1156
316,0.53084
317,0.50124
318,0.12563
319,0.72529
320,0.56078
321,0.59819
322,0.013503
323,0.17105
324,0.17064
325,0.029689
326,0.62907
327,0.09648
328,0.65919
329,0.027944
330,0.13037
331,0.076135
332,0.11244
333,0.52357
334,0.012692
335,0.018247
336,0.61345
337,0.63539
338,0.56493
339,0.051108
340,0.5067
341,0.16835
342,0.070758
343,0.0059792
344,0.66715
345,0.59441
346,0.60041
347,0.038112
348,0.52358
349,0.71994
350,0.62861
351,0.079092
352,0.51154
353,0.097449
354,0.14651
355,0.071221
356,0.61762
357,0.032058
358,0.52128
359,0.012097
360,0.57329
361,0.0056198
362,0.54667
363,0.53311
364,0.034642
365,0.50983
366,0.5389
367,0.52221
368,0.19203
369,0.55103
370,0.51105
371,0.60766
372,0.010114
373,0.53498
374,0.60227
375,0.73064
376,0.63178
377,0.01435
378,0.61405
379,0.62848
380,0.67786
381,0.52904
382,0.55689
383,0.63721
384,0.61627
385,0.54959
386,0.59076
387,0.14153
388,0.24883
389,0.079952
390,0.53308
391,0.043659
392,0.19054
393,0.53224
394,0.75103
395,0.60236
396,0.55556
397,0.16536
398,0.59441
399,0.64992
400,0.13667
401,0.56873
402,0.0693
403,0.57052
404,0.078677
405,0.057164
406,0.64736
407,0.59454
408,0.57928
409,0.50345
410,0.060078
411,0.026615
412,0.069841
413,0.74179
414,0.55607
415,0.66976
416,0.07822
417,0.63125
418,0.080104
